Subject,Activity,Window,Index
Subject14,Sleeping,4,1763
Subject14,Sleeping,4,1764
Subject14,Sleeping,4,1765
Subject14,Sleeping,4,1766
Subject14,Sleeping,4,1767
Subject14,Sleeping,4,1768
Subject14,Sleeping,5,1769
Subject14,Sleeping,5,1770
Subject14,Sleeping,5,1771
Subject14,Sleeping,5,1772
Subject14,Sleeping,5,1773
Subject14,Sleeping,5,1774
Subject14,Sleeping,5,1775
Subject14,Sleeping,5,1776
Subject14,Standing,1,1777
Subject14,Standing,1,1778
Subject14,Standing,1,1779
Subject14,Standing,2,1780
Subject14,Standing,2,1781
Subject14,Standing,2,1782
Subject14,Standing,3,1783
Subject14,Standing,3,1784
Subject14,Standing,3,1785
Subject14,Standing,4,1786
Subject14,Standing,4,1787
Subject14,Standing,4,1788
Subject14,Standing,5,1789
Subject14,Standing,5,1790
Subject14,Standing,5,1791
Subject14,Walking Downstairs,1,1792
Subject14,Walking Downstairs,1,1793
Subject14,Walking Downstairs,2,1794
Subject14,Walking Downstairs,2,1795
Subject14,Walking Downstairs,3,1796
Subject14,Walking Downstairs,3,1797
Subject14,Walking Downstairs,4,1798
Subject14,Walking Downstairs,4,1799
Subject14,Walking Downstairs,5,1800
Subject14,Walking Downstairs,5,1801
Subject14,Walking Forward,1,1802
Subject14,Walking Forward,1,1803
Subject14,Walking Forward,1,1804
Subject14,Walking Forward,1,1805
Subject14,Walking Forward,1,1806
Subject14,Walking Forward,1,1807
Subject14,Walking Forward,1,1808
Subject14,Walking Forward,1,1809
Subject14,Walking Forward,1,1810
Subject14,Walking Forward,2,1811
Subject14,Walking Forward,2,1812
Subject14,Walking Forward,2,1813
Subject14,Walking Forward,2,1814
Subject14,Walking Forward,2,1815
Subject14,Walking Forward,2,1816
Subject14,Walking Forward,2,1817
Subject14,Walking Forward,2,1818
Subject14,Walking Forward,3,1819
Subject14,Walking Forward,3,1820
Subject14,Walking Forward,3,1821
Subject14,Walking Forward,3,1822
Subject14,Walking Forward,3,1823
Subject14,Walking Forward,3,1824
Subject14,Walking Forward,3,1825
Subject14,Walking Forward,3,1826
Subject14,Walking Forward,4,1827
Subject14,Walking Forward,4,1828
Subject14,Walking Forward,4,1829
Subject14,Walking Forward,4,1830
Subject14,Walking Forward,4,1831
Subject14,Walking Forward,4,1832
Subject14,Walking Forward,4,1833
Subject14,Walking Forward,4,1834
Subject14,Walking Forward,4,1835
Subject14,Walking Forward,5,1836
Subject14,Walking Forward,5,1837
Subject14,Walking Forward,5,1838
Subject14,Walking Forward,5,1839
Subject14,Walking Forward,5,1840
Subject14,Walking Forward,5,1841
Subject14,Walking Forward,5,1842
Subject14,Walking Forward,5,1843
Subject14,Walking Forward,5,1844
Subject14,Walking Left,1,1845
Subject14,Walking Left,1,1846
Subject14,Walking Left,1,1847
Subject14,Walking Left,1,1848
Subject14,Walking Left,1,1849
Subject14,Walking Left,1,1850
Subject14,Walking Left,1,1851
Subject14,Walking Left,2,1852
Subject14,Walking Left,2,1853
Subject14,Walking Left,2,1854
Subject14,Walking Left,2,1855
Subject14,Walking Left,2,1856
Subject14,Walking Left,2,1857
Subject14,Walking Left,3,1858
Subject14,Walking Left,3,1859
Subject14,Walking Left,3,1860
Subject14,Walking Left,3,1861
Subject14,Walking Left,3,1862
Subject14,Walking Left,3,1863
Subject14,Walking Left,3,1864
Subject14,Walking Left,3,1865
Subject14,Walking Left,3,1866
Subject14,Walking Left,4,1867
Subject14,Walking Left,4,1868
Subject14,Walking Left,4,1869
Subject14,Walking Left,4,1870
Subject14,Walking Left,4,1871
Subject14,Walking Left,4,1872
Subject14,Walking Left,4,1873
Subject14,Walking Left,4,1874
Subject14,Walking Left,4,1875
Subject14,Walking Left,4,1876
Subject14,Walking Left,5,1877
Subject14,Walking Left,5,1878
Subject14,Walking Left,5,1879
Subject14,Walking Left,5,1880
Subject14,Walking Left,5,1881
Subject14,Walking Left,5,1882
Subject14,Walking Left,5,1883
Subject14,Walking Left,5,1884
Subject14,Walking Left,5,1885
Subject14,Walking Left,5,1886
Subject14,Walking Right,1,1887
Subject14,Walking Right,1,1888
Subject14,Walking Right,1,1889
Subject14,Walking Right,1,1890
Subject14,Walking Right,1,1891
Subject14,Walking Right,1,1892
Subject14,Walking Right,1,1893
Subject14,Walking Right,1,1894
Subject14,Walking Right,1,1895
Subject14,Walking Right,2,1896
Subject14,Walking Right,2,1897
Subject14,Walking Right,2,1898
Subject14,Walking Right,2,1899
Subject14,Walking Right,2,1900
Subject14,Walking Right,2,1901
Subject14,Walking Right,2,1902
Subject14,Walking Right,2,1903
Subject14,Walking Right,2,1904
Subject14,Walking Right,3,1905
Subject14,Walking Right,3,1906
Subject14,Walking Right,3,1907
Subject14,Walking Right,3,1908
Subject14,Walking Right,3,1909
Subject14,Walking Right,3,1910
Subject14,Walking Right,3,1911
Subject14,Walking Right,3,1912
Subject14,Walking Right,3,1913
Subject14,Walking Right,3,1914
Subject14,Walking Right,3,1915
Subject14,Walking Right,4,1916
Subject14,Walking Right,4,1917
Subject14,Walking Right,4,1918
Subject14,Walking Right,4,1919
Subject14,Walking Right,4,1920
Subject14,Walking Right,4,1921
Subject14,Walking Right,4,1922
Subject14,Walking Right,4,1923
Subject14,Walking Right,4,1924
Subject14,Walking Right,4,1925
Subject14,Walking Right,5,1926
Subject14,Walking Right,5,1927
Subject14,Walking Right,5,1928
Subject14,Walking Right,5,1929
Subject14,Walking Right,5,1930
Subject14,Walking Right,5,1931
Subject14,Walking Right,5,1932
Subject14,Walking Right,5,1933
Subject14,Walking Right,5,1934
Subject14,Walking Right,5,1935
Subject14,Walking Right,5,1936
Subject14,Walking Upstairs,1,1937
Subject14,Walking Upstairs,1,1938
Subject14,Walking Upstairs,2,1939
Subject14,Walking Upstairs,2,1940
Subject14,Walking Upstairs,3,1941
Subject14,Walking Upstairs,3,1942
Subject14,Walking Upstairs,3,1943
Subject14,Walking Upstairs,4,1944
Subject14,Walking Upstairs,4,1945
Subject14,Walking Upstairs,5,1946
Subject14,Walking Upstairs,5,1947
Subject1,Elevator Down,1,1948
Subject1,Elevator Down,1,1949
Subject1,Elevator Down,2,1950
Subject1,Elevator Down,2,1951
Subject1,Elevator Down,3,1952
Subject1,Elevator Down,3,1953
Subject1,Elevator Down,3,1954
Subject1,Elevator Down,4,1955
Subject1,Elevator Down,4,1956
Subject1,Elevator Down,5,1957
Subject1,Elevator Down,5,1958
Subject1,Elevator Down,5,1959
Subject1,Elevator Up,1,1960
Subject1,Elevator Up,1,1961
Subject1,Elevator Up,1,1962
Subject1,Elevator Up,2,1963
Subject1,Elevator Up,2,1964
Subject1,Elevator Up,2,1965
Subject1,Elevator Up,3,1966
Subject1,Elevator Up,3,1967
Subject1,Elevator Up,3,1968
Subject1,Elevator Up,4,1969
Subject1,Elevator Up,4,1970
Subject1,Elevator Up,4,1971
Subject1,Elevator Up,5,1972
Subject1,Elevator Up,5,1973
Subject1,Elevator Up,5,1974
Subject1,Jumping Up,1,1975
Subject1,Jumping Up,2,1976
Subject1,Jumping Up,2,1977
Subject1,Jumping Up,3,1978
Subject1,Jumping Up,3,1979
Subject1,Jumping Up,4,1980
Subject1,Jumping Up,4,1981
Subject1,Jumping Up,5,1982
Subject1,Jumping Up,5,1983
Subject1,Running Forward,1,1984
Subject1,Running Forward,1,1985
Subject1,Running Forward,2,1986
Subject1,Running Forward,2,1987
Subject1,Running Forward,3,1988
Subject1,Running Forward,3,1989
Subject1,Running Forward,4,1990
Subject1,Running Forward,4,1991
Subject1,Running Forward,5,1992
Subject1,Running Forward,5,1993
Subject1,Sitting,1,1994
Subject1,Sitting,1,1995
Subject1,Sitting,1,1996
Subject1,Sitting,1,1997
Subject1,Sitting,1,1998
Subject1,Sitting,1,1999
Subject1,Sitting,2,2000
Subject1,Sitting,2,2001
Subject1,Sitting,2,2002
Subject1,Sitting,2,2003
Subject1,Sitting,2,2004
Subject1,Sitting,2,2005
Subject1,Sitting,3,2006
Subject1,Sitting,3,2007
Subject1,Sitting,3,2008
Subject1,Sitting,3,2009
Subject1,Sitting,3,2010
Subject1,Sitting,3,2011
Subject1,Sitting,4,2012
Subject1,Sitting,4,2013
Subject1,Sitting,4,2014
Subject1,Sitting,4,2015
Subject1,Sitting,4,2016
Subject1,Sitting,4,2017
Subject1,Sitting,5,2018
Subject1,Sitting,5,2019
Subject1,Sitting,5,2020
Subject1,Sitting,5,2021
Subject1,Sitting,5,2022
Subject1,Sitting,5,2023
Subject1,Sleeping,1,2024
Subject1,Sleeping,1,2025
Subject1,Sleeping,1,2026
Subject1,Sleeping,1,2027
Subject1,Sleeping,1,2028
Subject1,Sleeping,1,2029
Subject1,Sleeping,1,2030
Subject1,Sleeping,2,2031
Subject1,Sleeping,2,2032
Subject1,Sleeping,2,2033
Subject1,Sleeping,2,2034
Subject1,Sleeping,2,2035
Subject1,Sleeping,2,2036
Subject1,Sleeping,2,2037
Subject1,Sleeping,2,2038
Subject1,Sleeping,2,2039
Subject1,Sleeping,3,2040
Subject1,Sleeping,3,2041
Subject1,Sleeping,3,2042
Subject1,Sleeping,3,2043
Subject1,Sleeping,3,2044
Subject1,Sleeping,3,2045
Subject1,Sleeping,3,2046
Subject1,Sleeping,3,2047
Subject1,Sleeping,4,2048
Subject1,Sleeping,4,2049
Subject1,Sleeping,4,2050
Subject1,Sleeping,4,2051
Subject1,Sleeping,4,2052
Subject1,Sleeping,4,2053
Subject1,Sleeping,4,2054
Subject1,Sleeping,4,2055
Subject1,Sleeping,5,2056
Subject1,Sleeping,5,2057
Subject1,Sleeping,5,2058
Subject1,Sleeping,5,2059
Subject1,Sleeping,5,2060
Subject1,Sleeping,5,2061
Subject1,Sleeping,5,2062
Subject1,Sleeping,5,2063
Subject1,Standing,1,2064
Subject1,Standing,1,2065
Subject1,Standing,1,2066
Subject1,Standing,2,2067
Subject1,Standing,2,2068
Subject1,Standing,2,2069
Subject1,Standing,3,2070
Subject1,Standing,3,2071
Subject1,Standing,3,2072
Subject1,Standing,4,2073
Subject1,Standing,4,2074
Subject1,Standing,4,2075
Subject1,Standing,5,2076
Subject1,Standing,5,2077
Subject1,Walking Downstairs,1,2078
Subject1,Walking Downstairs,1,2079
Subject1,Walking Downstairs,1,2080
Subject1,Walking Downstairs,1,2081
Subject1,Walking Downstairs,1,2082
Subject1,Walking Downstairs,1,2083
Subject1,Walking Downstairs,1,2084
Subject1,Walking Downstairs,1,2085
Subject1,Walking Downstairs,1,2086
Subject1,Walking Downstairs,1,2087
Subject1,Walking Downstairs,1,2088
Subject1,Walking Downstairs,1,2089
Subject1,Walking Downstairs,2,2090
Subject1,Walking Downstairs,2,2091
Subject1,Walking Downstairs,2,2092
Subject1,Walking Downstairs,2,2093
Subject1,Walking Downstairs,2,2094
Subject1,Walking Downstairs,2,2095
Subject1,Walking Downstairs,2,2096
Subject1,Walking Downstairs,2,2097
Subject1,Walking Downstairs,2,2098
Subject1,Walking Downstairs,2,2099
Subject1,Walking Downstairs,2,2100
Subject1,Walking Downstairs,3,2101
Subject1,Walking Downstairs,3,2102
Subject1,Walking Downstairs,3,2103
Subject1,Walking Downstairs,3,2104
Subject1,Walking Downstairs,3,2105
Subject1,Walking Downstairs,3,2106
Subject1,Walking Downstairs,3,2107
Subject1,Walking Downstairs,3,2108
Subject1,Walking Downstairs,3,2109
Subject1,Walking Downstairs,3,2110
Subject1,Walking Downstairs,4,2111
Subject1,Walking Downstairs,4,2112
Subject1,Walking Downstairs,4,2113
Subject1,Walking Downstairs,4,2114
Subject1,Walking Downstairs,4,2115
Subject1,Walking Downstairs,5,2116
Subject1,Walking Downstairs,5,2117
Subject1,Walking Downstairs,5,2118
Subject1,Walking Downstairs,5,2119
Subject1,Walking Downstairs,5,2120
Subject1,Walking Downstairs,5,2121
Subject1,Walking Downstairs,5,2122
Subject1,Walking Forward,1,2123
Subject1,Walking Forward,1,2124
Subject1,Walking Forward,1,2125
Subject1,Walking Forward,1,2126
Subject1,Walking Forward,2,2127
Subject1,Walking Forward,2,2128
Subject1,Walking Forward,2,2129
Subject1,Walking Forward,2,2130
Subject1,Walking Forward,3,2131
Subject1,Walking Forward,3,2132
Subject1,Walking Forward,3,2133
Subject1,Walking Forward,3,2134
Subject1,Walking Forward,4,2135
Subject1,Walking Forward,4,2136
Subject1,Walking Forward,4,2137
Subject1,Walking Forward,4,2138
Subject1,Walking Forward,5,2139
Subject1,Walking Forward,5,2140
Subject1,Walking Forward,5,2141
Subject1,Walking Left,1,2142
Subject1,Walking Left,1,2143
Subject1,Walking Left,1,2144
Subject1,Walking Left,1,2145
Subject1,Walking Left,2,2146
Subject1,Walking Left,2,2147
Subject1,Walking Left,2,2148
Subject1,Walking Left,2,2149
Subject1,Walking Left,2,2150
Subject1,Walking Left,3,2151
Subject1,Walking Left,3,2152
Subject1,Walking Left,3,2153
Subject1,Walking Left,3,2154
Subject1,Walking Left,3,2155
Subject1,Walking Left,3,2156
Subject1,Walking Left,4,2157
Subject1,Walking Left,4,2158
Subject1,Walking Left,4,2159
Subject1,Walking Left,4,2160
Subject1,Walking Left,4,2161
Subject1,Walking Left,5,2162
Subject1,Walking Left,5,2163
Subject1,Walking Left,5,2164
Subject1,Walking Left,5,2165
Subject1,Walking Left,5,2166
Subject1,Walking Left,5,2167
Subject1,Walking Right,1,2168
Subject1,Walking Right,1,2169
Subject1,Walking Right,1,2170
Subject1,Walking Right,1,2171
Subject1,Walking Right,1,2172
Subject1,Walking Right,2,2173
Subject1,Walking Right,2,2174
Subject1,Walking Right,2,2175
Subject1,Walking Right,2,2176
Subject1,Walking Right,2,2177
Subject1,Walking Right,2,2178
Subject1,Walking Right,3,2179
Subject1,Walking Right,3,2180
Subject1,Walking Right,3,2181
Subject1,Walking Right,3,2182
Subject1,Walking Right,3,2183
Subject1,Walking Right,3,2184
Subject1,Walking Right,4,2185
Subject1,Walking Right,4,2186
Subject1,Walking Right,4,2187
Subject1,Walking Right,4,2188
Subject1,Walking Right,4,2189
Subject1,Walking Right,4,2190
Subject1,Walking Right,5,2191
Subject1,Walking Right,5,2192
Subject1,Walking Right,5,2193
Subject1,Walking Right,5,2194
Subject1,Walking Right,5,2195
Subject1,Walking Right,5,2196
Subject1,Walking Upstairs,1,2197
Subject1,Walking Upstairs,1,2198
Subject1,Walking Upstairs,1,2199
Subject1,Walking Upstairs,1,2200
Subject1,Walking Upstairs,1,2201
Subject1,Walking Upstairs,1,2202
Subject1,Walking Upstairs,1,2203
Subject1,Walking Upstairs,1,2204
Subject1,Walking Upstairs,1,2205
Subject1,Walking Upstairs,1,2206
Subject1,Walking Upstairs,1,2207
Subject1,Walking Upstairs,1,2208
Subject1,Walking Upstairs,2,2209
Subject1,Walking Upstairs,2,2210
Subject1,Walking Upstairs,2,2211
Subject1,Walking Upstairs,2,2212
Subject1,Walking Upstairs,2,2213
Subject1,Walking Upstairs,2,2214
Subject1,Walking Upstairs,2,2215
Subject1,Walking Upstairs,2,2216
Subject1,Walking Upstairs,2,2217
Subject1,Walking Upstairs,2,2218
Subject1,Walking Upstairs,2,2219
Subject1,Walking Upstairs,2,2220
Subject1,Walking Upstairs,3,2221
Subject1,Walking Upstairs,3,2222
Subject1,Walking Upstairs,3,2223
Subject1,Walking Upstairs,3,2224
Subject1,Walking Upstairs,3,2225
Subject1,Walking Upstairs,3,2226
Subject1,Walking Upstairs,3,2227
Subject1,Walking Upstairs,3,2228
Subject1,Walking Upstairs,3,2229
Subject1,Walking Upstairs,3,2230
Subject1,Walking Upstairs,3,2231
Subject1,Walking Upstairs,4,2232
Subject1,Walking Upstairs,4,2233
Subject1,Walking Upstairs,4,2234
Subject1,Walking Upstairs,4,2235
Subject1,Walking Upstairs,4,2236
Subject1,Walking Upstairs,5,2237
Subject1,Walking Upstairs,5,2238
Subject1,Walking Upstairs,5,2239
Subject1,Walking Upstairs,5,2240
Subject1,Walking Upstairs,5,2241
Subject1,Walking Upstairs,5,2242
Subject1,Walking Upstairs,5,2243
Subject1,Walking Upstairs,5,2244
Subject1,Walking Upstairs,5,2245
Subject2,Elevator Down,1,2246
Subject2,Elevator Down,1,2247
Subject2,Elevator Down,1,2248
Subject2,Elevator Down,1,2249
Subject2,Elevator Down,1,2250
Subject2,Elevator Down,2,2251
Subject2,Elevator Down,2,2252
Subject2,Elevator Down,3,2253
Subject2,Elevator Down,3,2254
Subject2,Elevator Down,3,2255
Subject2,Elevator Down,4,2256
Subject2,Elevator Down,4,2257
Subject2,Elevator Down,4,2258
Subject2,Elevator Down,4,2259
Subject2,Elevator Down,5,2260
Subject2,Elevator Down,5,2261
Subject2,Elevator Down,5,2262
Subject2,Elevator Down,5,2263
Subject2,Elevator Up,1,2264
Subject2,Elevator Up,1,2265
Subject2,Elevator Up,1,2266
Subject2,Elevator Up,2,2267
Subject2,Elevator Up,2,2268
Subject2,Elevator Up,3,2269
Subject2,Elevator Up,3,2270
Subject2,Elevator Up,3,2271
Subject2,Elevator Up,3,2272
Subject2,Elevator Up,4,2273
Subject2,Elevator Up,4,2274
Subject2,Elevator Up,4,2275
Subject2,Elevator Up,5,2276
Subject2,Elevator Up,5,2277
Subject2,Elevator Up,5,2278
Subject2,Jumping Up,1,2279
Subject2,Jumping Up,1,2280
Subject2,Jumping Up,2,2281
Subject2,Jumping Up,2,2282
Subject2,Jumping Up,3,2283
Subject2,Jumping Up,3,2284
Subject2,Jumping Up,4,2285
Subject2,Jumping Up,4,2286
Subject2,Jumping Up,5,2287
Subject2,Jumping Up,5,2288
Subject2,Running Forward,1,2289
Subject2,Running Forward,1,2290
Subject2,Running Forward,1,2291
Subject2,Running Forward,2,2292
Subject2,Running Forward,2,2293
Subject2,Running Forward,2,2294
Subject2,Running Forward,3,2295
Subject2,Running Forward,3,2296
Subject2,Running Forward,4,2297
Subject2,Running Forward,4,2298
Subject2,Running Forward,4,2299
Subject2,Running Forward,5,2300
Subject2,Running Forward,5,2301
Subject2,Sitting,1,2302
Subject2,Sitting,1,2303
Subject2,Sitting,1,2304
Subject2,Sitting,2,2305
Subject2,Sitting,2,2306
Subject2,Sitting,2,2307
Subject2,Sitting,3,2308
Subject2,Sitting,3,2309
Subject2,Sitting,3,2310
Subject2,Sitting,4,2311
Subject2,Sitting,4,2312
Subject2,Sitting,4,2313
Subject2,Sitting,5,2314
Subject2,Sitting,5,2315
Subject2,Sitting,5,2316
Subject2,Sleeping,1,2317
Subject2,Sleeping,1,2318
Subject2,Sleeping,1,2319
Subject2,Sleeping,1,2320
Subject2,Sleeping,1,2321
Subject2,Sleeping,1,2322
Subject2,Sleeping,1,2323
Subject2,Sleeping,1,2324
Subject2,Sleeping,2,2325
Subject2,Sleeping,2,2326
Subject2,Sleeping,2,2327
Subject2,Sleeping,2,2328
Subject2,Sleeping,2,2329
Subject2,Sleeping,2,2330
Subject2,Sleeping,2,2331
Subject2,Sleeping,2,2332
Subject2,Sleeping,3,2333
Subject2,Sleeping,3,2334
Subject2,Sleeping,3,2335
Subject2,Sleeping,3,2336
Subject2,Sleeping,3,2337
Subject2,Sleeping,3,2338
Subject2,Sleeping,3,2339
Subject2,Sleeping,3,2340
Subject2,Sleeping,4,2341
Subject2,Sleeping,4,2342
Subject2,Sleeping,4,2343
Subject2,Sleeping,4,2344
Subject2,Sleeping,4,2345
Subject2,Sleeping,4,2346
Subject2,Sleeping,4,2347
Subject2,Sleeping,4,2348
Subject2,Sleeping,5,2349
Subject2,Sleeping,5,2350
Subject2,Sleeping,5,2351
Subject2,Sleeping,5,2352
Subject2,Sleeping,5,2353
Subject2,Sleeping,5,2354
Subject2,Sleeping,5,2355
Subject2,Sleeping,5,2356
Subject2,Standing,1,2357
Subject2,Standing,1,2358
Subject2,Standing,1,2359
Subject2,Standing,2,2360
Subject2,Standing,2,2361
Subject2,Standing,2,2362
Subject2,Standing,3,2363
Subject2,Standing,3,2364
Subject2,Standing,3,2365
Subject2,Standing,4,2366
Subject2,Standing,4,2367
Subject2,Standing,4,2368
Subject2,Standing,5,2369
Subject2,Standing,5,2370
Subject2,Walking Downstairs,1,2371
Subject2,Walking Downstairs,1,2372
Subject2,Walking Downstairs,1,2373
Subject2,Walking Downstairs,1,2374
Subject2,Walking Downstairs,1,2375
Subject2,Walking Downstairs,1,2376
Subject2,Walking Downstairs,1,2377
Subject2,Walking Downstairs,2,2378
Subject2,Walking Downstairs,2,2379
Subject2,Walking Downstairs,2,2380
Subject2,Walking Downstairs,2,2381
Subject2,Walking Downstairs,2,2382
Subject2,Walking Downstairs,2,2383
Subject2,Walking Downstairs,3,2384
Subject2,Walking Downstairs,3,2385
Subject2,Walking Downstairs,3,2386
Subject2,Walking Downstairs,3,2387
Subject2,Walking Downstairs,3,2388
Subject2,Walking Downstairs,3,2389
Subject2,Walking Downstairs,3,2390
Subject2,Walking Downstairs,4,2391
Subject2,Walking Downstairs,4,2392
Subject2,Walking Downstairs,4,2393
Subject2,Walking Downstairs,4,2394
Subject2,Walking Downstairs,4,2395
Subject2,Walking Downstairs,4,2396
Subject2,Walking Downstairs,4,2397
Subject2,Walking Downstairs,4,2398
Subject2,Walking Downstairs,5,2399
Subject2,Walking Downstairs,5,2400
Subject2,Walking Downstairs,5,2401
Subject2,Walking Downstairs,5,2402
Subject2,Walking Downstairs,5,2403
Subject2,Walking Downstairs,5,2404
Subject2,Walking Downstairs,5,2405
Subject2,Walking Forward,1,2406
Subject2,Walking Forward,1,2407
Subject2,Walking Forward,1,2408
Subject2,Walking Forward,1,2409
Subject2,Walking Forward,2,2410
Subject2,Walking Forward,2,2411
Subject2,Walking Forward,2,2412
Subject2,Walking Forward,2,2413
Subject2,Walking Forward,3,2414
Subject2,Walking Forward,3,2415
Subject2,Walking Forward,3,2416
Subject2,Walking Forward,3,2417
Subject2,Walking Forward,4,2418
Subject2,Walking Forward,4,2419
Subject2,Walking Forward,4,2420
Subject2,Walking Forward,4,2421
Subject2,Walking Forward,5,2422
Subject2,Walking Forward,5,2423
Subject2,Walking Forward,5,2424
Subject2,Walking Forward,5,2425
Subject2,Walking Left,1,2426
Subject2,Walking Left,1,2427
Subject2,Walking Left,1,2428
Subject2,Walking Left,1,2429
Subject2,Walking Left,2,2430
Subject2,Walking Left,2,2431
Subject2,Walking Left,2,2432
Subject2,Walking Left,2,2433
Subject2,Walking Left,3,2434
Subject2,Walking Left,3,2435
Subject2,Walking Left,3,2436
Subject2,Walking Left,3,2437
Subject2,Walking Left,3,2438
Subject2,Walking Left,4,2439
Subject2,Walking Left,4,2440
Subject2,Walking Left,4,2441
Subject2,Walking Left,4,2442
Subject2,Walking Left,4,2443
Subject2,Walking Left,5,2444
Subject2,Walking Left,5,2445
Subject2,Walking Left,5,2446
Subject2,Walking Left,5,2447
Subject2,Walking Left,5,2448
Subject2,Walking Left,5,2449
Subject2,Walking Right,1,2450
Subject2,Walking Right,1,2451
Subject2,Walking Right,1,2452
Subject2,Walking Right,1,2453
Subject2,Walking Right,1,2454
Subject2,Walking Right,2,2455
Subject2,Walking Right,2,2456
Subject2,Walking Right,2,2457
Subject2,Walking Right,2,2458
Subject2,Walking Right,2,2459
Subject2,Walking Right,3,2460
Subject2,Walking Right,3,2461
Subject2,Walking Right,3,2462
Subject2,Walking Right,3,2463
Subject2,Walking Right,3,2464
Subject2,Walking Right,4,2465
Subject2,Walking Right,4,2466
Subject2,Walking Right,4,2467
Subject2,Walking Right,4,2468
Subject2,Walking Right,4,2469
Subject2,Walking Right,4,2470
Subject2,Walking Right,5,2471
Subject2,Walking Right,5,2472
Subject2,Walking Right,5,2473
Subject2,Walking Right,5,2474
Subject2,Walking Right,5,2475
Subject2,Walking Right,5,2476
Subject2,Walking Upstairs,1,2477
Subject2,Walking Upstairs,1,2478
Subject2,Walking Upstairs,1,2479
Subject2,Walking Upstairs,1,2480
Subject2,Walking Upstairs,1,2481
Subject2,Walking Upstairs,1,2482
Subject2,Walking Upstairs,1,2483
Subject2,Walking Upstairs,1,2484
Subject2,Walking Upstairs,2,2485
Subject2,Walking Upstairs,2,2486
Subject2,Walking Upstairs,2,2487
Subject2,Walking Upstairs,2,2488
Subject2,Walking Upstairs,2,2489
Subject2,Walking Upstairs,2,2490
Subject2,Walking Upstairs,2,2491
Subject2,Walking Upstairs,3,2492
Subject2,Walking Upstairs,3,2493
Subject2,Walking Upstairs,3,2494
Subject2,Walking Upstairs,3,2495
Subject2,Walking Upstairs,3,2496
Subject2,Walking Upstairs,3,2497
Subject2,Walking Upstairs,3,2498
Subject2,Walking Upstairs,3,2499
Subject2,Walking Upstairs,4,2500
Subject2,Walking Upstairs,4,2501
Subject2,Walking Upstairs,4,2502
Subject2,Walking Upstairs,4,2503
Subject2,Walking Upstairs,4,2504
Subject2,Walking Upstairs,4,2505
Subject2,Walking Upstairs,4,2506
Subject2,Walking Upstairs,4,2507
Subject2,Walking Upstairs,5,2508
Subject2,Walking Upstairs,5,2509
Subject2,Walking Upstairs,5,2510
Subject2,Walking Upstairs,5,2511
Subject3,Elevator Down,1,2512
Subject3,Elevator Down,1,2513
Subject3,Elevator Down,1,2514
Subject3,Elevator Down,1,2515
Subject3,Elevator Down,2,2516
Subject3,Elevator Down,2,2517
Subject3,Elevator Down,2,2518
Subject3,Elevator Down,3,2519
Subject3,Elevator Down,3,2520
Subject3,Elevator Down,3,2521
Subject3,Elevator Down,4,2522
Subject3,Elevator Down,4,2523
Subject3,Elevator Down,4,2524
Subject3,Elevator Down,5,2525
Subject3,Elevator Down,5,2526
Subject3,Elevator Down,5,2527
Subject3,Elevator Up,1,2528
Subject3,Elevator Up,1,2529
Subject3,Elevator Up,1,2530
Subject3,Elevator Up,2,2531
Subject3,Elevator Up,2,2532
Subject3,Elevator Up,2,2533
Subject3,Elevator Up,3,2534
Subject3,Elevator Up,3,2535
Subject3,Elevator Up,3,2536
Subject3,Elevator Up,4,2537
Subject3,Elevator Up,4,2538
Subject3,Elevator Up,4,2539
Subject3,Elevator Up,5,2540
Subject3,Elevator Up,5,2541
Subject3,Elevator Up,5,2542
Subject3,Elevator Up,5,2543
Subject3,Jumping Up,1,2544
Subject3,Jumping Up,1,2545
Subject3,Jumping Up,2,2546
Subject3,Jumping Up,2,2547
Subject3,Jumping Up,3,2548
Subject3,Jumping Up,3,2549
Subject3,Jumping Up,4,2550
Subject3,Jumping Up,4,2551
Subject3,Jumping Up,5,2552
Subject3,Jumping Up,5,2553
Subject3,Jumping Up,5,2554
Subject3,Running Forward,1,2555
Subject3,Running Forward,1,2556
Subject3,Running Forward,1,2557
Subject3,Running Forward,2,2558
Subject3,Running Forward,2,2559
Subject3,Running Forward,2,2560
Subject3,Running Forward,3,2561
Subject3,Running Forward,3,2562
Subject3,Running Forward,3,2563
Subject3,Running Forward,4,2564
Subject3,Running Forward,4,2565
Subject3,Running Forward,4,2566
Subject3,Running Forward,5,2567
Subject3,Running Forward,5,2568
Subject3,Running Forward,5,2569
Subject3,Sitting,1,2570
Subject3,Sitting,1,2571
Subject3,Sitting,1,2572
Subject3,Sitting,1,2573
Subject3,Sitting,1,2574
Subject3,Sitting,2,2575
Subject3,Sitting,2,2576
Subject3,Sitting,2,2577
Subject3,Sitting,2,2578
Subject3,Sitting,2,2579
Subject3,Sitting,3,2580
Subject3,Sitting,3,2581
Subject3,Sitting,3,2582
Subject3,Sitting,3,2583
Subject3,Sitting,3,2584
Subject3,Sitting,4,2585
Subject3,Sitting,4,2586
Subject3,Sitting,4,2587
Subject3,Sitting,4,2588
Subject3,Sitting,4,2589
Subject3,Sitting,5,2590
Subject3,Sitting,5,2591
Subject3,Sitting,5,2592
Subject3,Sitting,5,2593
Subject3,Sleeping,1,2594
Subject3,Sleeping,1,2595
Subject3,Sleeping,1,2596
Subject3,Sleeping,1,2597
Subject3,Sleeping,1,2598
