Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday
Cook_Breakfast,2011-06-29 07:18:11,2.8333333333333335,0,0.0,Wednesday,0
Eat_Breakfast,2011-06-29 07:21:14,9.5,0,0.0,Wednesday,0
Read,2011-06-29 07:30:44,19.016666666666666,0,0.0,Wednesday,0
Wash_Breakfast_Dishes,2011-06-29 07:49:53,1.1,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 07:51:10,54.916666666666664,0,0.0,Wednesday,0
Toilet,2011-06-29 08:46:44,1.5666666666666667,0,0.0,Wednesday,0
Dress,2011-06-29 08:48:41,2.35,0,0.0,Wednesday,0
Toilet,2011-06-29 08:51:12,1.0333333333333334,0,0.0,Wednesday,0
Work_At_Desk,2011-06-29 08:52:32,3.3666666666666667,0,0.0,Wednesday,0
Other_Activity,2011-06-29 08:56:30,82.11666666666666,0,0.0,Wednesday,0
Personal_Hygiene,2011-06-29 10:18:59,6.033333333333333,0,0.0,Wednesday,0
Dress,2011-06-29 10:25:29,5.966666666666667,0,0.0,Wednesday,0
Other_Activity,2011-06-29 10:31:57,2.0,0,0.0,Wednesday,0
Personal_Hygiene,2011-06-29 10:34:01,1.2333333333333334,0,0.0,Wednesday,0
Other_Activity,2011-06-29 10:35:15,5.966666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 10:42:14,48.06666666666667,0,0.0,Wednesday,0
Other_Activity,2011-06-29 11:31:07,6.3,0,0.0,Wednesday,0
Cook_Lunch,2011-06-29 11:37:41,2.183333333333333,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 11:39:59,9.2,0,0.0,Wednesday,0
Cook_Lunch,2011-06-29 11:49:21,1.25,0,0.0,Wednesday,0
Eat_Lunch,2011-06-29 11:51:34,4.35,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 11:56:50,12.766666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 12:10:12,3.1166666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 12:13:57,68.81666666666666,0,0.0,Wednesday,0
Other_Activity,2011-06-29 13:27:19,2.85,0,0.0,Wednesday,0
Sleep,2011-06-29 13:30:10,57.85,0,0.0,Wednesday,0
Toilet,2011-06-29 14:28:37,3.6,0,0.0,Wednesday,0
Other_Activity,2011-06-29 14:33:00,7.166666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 14:40:10,28.6,0,0.0,Wednesday,0
Leave_Home,2011-06-29 15:10:29,2.283333333333333,0,0.0,Wednesday,0
Other_Activity,2011-06-29 15:12:46,152.35,0,0.0,Wednesday,0
Cook,2011-06-29 17:45:43,7.8,0,0.0,Wednesday,0
Eat,2011-06-29 17:54:21,2.933333333333333,0,0.0,Wednesday,0
Watch_TV,2011-06-29 17:57:48,2.1166666666666667,0,0.0,Wednesday,0
Other_Activity,2011-06-29 17:59:55,19.616666666666667,0,0.0,Wednesday,0
Wash_Dishes,2011-06-29 18:19:44,2.0833333333333335,0,0.0,Wednesday,0
Watch_TV,2011-06-29 18:21:56,2.5166666666666666,0,0.0,Wednesday,0
Other_Activity,2011-06-29 18:24:27,2.25,0,0.0,Wednesday,0
Toilet,2011-06-29 18:27:39,1.2,0,0.0,Wednesday,0
Other_Activity,2011-06-29 18:28:59,34.93333333333333,0,0.0,Wednesday,0
Watch_TV,2011-06-29 19:03:55,8.083333333333334,0,0.0,Wednesday,0
Toilet,2011-06-29 19:12:49,1.0333333333333334,0,0.0,Wednesday,0
Other_Activity,2011-06-29 19:15:15,85.7,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 20:41:33,25.583333333333332,0,0.0,Wednesday,0
Step_Out,2011-06-29 21:07:17,1.4166666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-06-29 21:08:48,28.733333333333334,0,0.0,Wednesday,0
Groom,2011-06-29 21:37:49,3.2,0,0.0,Wednesday,0
Dress,2011-06-29 21:42:46,1.3166666666666667,0,0.0,Wednesday,0
Sleep,2011-06-29 21:44:31,85.43333333333334,0,0.0,Wednesday,0
Other_Activity,2011-06-29 23:09:57,2.15,0,0.0,Wednesday,0
Toilet,2011-06-29 23:12:12,1.4166666666666667,0,0.0,Wednesday,0
Sleep,2011-06-29 23:13:52,446.16666666666663,1,3.5,Wednesday,0
Personal_Hygiene,2011-06-30 06:44:22,12.366666666666667,0,0.0,Thursday,0
Dress,2011-06-30 06:57:54,3.2,0,0.0,Thursday,0
Drink,2011-06-30 07:01:20,3.6,0,0.0,Thursday,0
Read,2011-06-30 07:05:45,36.55,0,0.0,Thursday,0
Drink,2011-06-30 07:42:25,1.9,0,0.0,Thursday,0
Read,2011-06-30 07:44:27,77.8,0,0.0,Thursday,0
Groom,2011-06-30 09:02:49,7.033333333333333,0,0.0,Thursday,0
Dress,2011-06-30 09:10:35,3.3333333333333335,0,0.0,Thursday,0
Other_Activity,2011-06-30 09:13:55,1.2333333333333334,0,0.0,Thursday,0
Toilet,2011-06-30 09:15:09,2.05,0,0.0,Thursday,0
Leave_Home,2011-06-30 09:17:42,3.15,0,0.0,Thursday,0
Other_Activity,2011-06-30 09:20:51,99.11666666666666,0,0.0,Thursday,0
Toilet,2011-06-30 11:00:18,2.25,0,0.0,Thursday,0
Work_At_Desk,2011-06-30 11:03:23,2.783333333333333,0,0.0,Thursday,0
Other_Activity,2011-06-30 11:07:18,175.4,0,0.0,Thursday,0
Work_On_Computer,2011-06-30 14:03:00,20.783333333333335,0,0.0,Thursday,0
Work_On_Computer,2011-06-30 14:24:40,1.45,0,0.0,Thursday,0
Dress,2011-06-30 14:27:23,2.9833333333333334,0,0.0,Thursday,0
Leave_Home,2011-06-30 14:31:22,4.7,0,0.0,Thursday,0
Other_Activity,2011-06-30 14:36:04,18.483333333333334,0,0.0,Thursday,0
Leave_Home,2011-06-30 14:55:47,3.55,0,0.0,Thursday,0
Other_Activity,2011-06-30 14:59:20,77.61666666666666,0,0.0,Thursday,0
Wash_Dishes,2011-06-30 16:17:16,3.9166666666666665,0,0.0,Thursday,0
Wash_Dishes,2011-06-30 16:21:46,1.4166666666666667,0,0.0,Thursday,0
Other_Activity,2011-06-30 16:23:17,1.0833333333333333,0,0.0,Thursday,0
Work_On_Computer,2011-06-30 16:25:27,19.983333333333334,0,0.0,Thursday,0
Watch_TV,2011-06-30 16:46:00,20.2,0,0.0,Thursday,0
Other_Activity,2011-06-30 17:06:12,1.2666666666666666,0,0.0,Thursday,0
Wash_Dishes,2011-06-30 17:07:29,1.7333333333333334,0,0.0,Thursday,0
Work_At_Table,2011-06-30 17:09:25,2.783333333333333,0,0.0,Thursday,0
Other_Activity,2011-06-30 17:14:17,2.6666666666666665,0,0.0,Thursday,0
Work_At_Table,2011-06-30 17:16:57,6.366666666666666,0,0.0,Thursday,0
Work_At_Table,2011-06-30 17:24:16,12.366666666666667,0,0.0,Thursday,0
Entertain_Guests,2011-06-30 17:36:38,51.9,0,0.0,Thursday,0
Other_Activity,2011-06-30 18:29:04,110.53333333333333,0,0.0,Thursday,0
Entertain_Guests,2011-06-30 20:19:53,57.68333333333333,0,0.0,Thursday,0
Leave_Home,2011-06-30 21:17:36,4.3,0,0.0,Thursday,0
Other_Activity,2011-06-30 21:21:54,5.8,0,0.0,Thursday,0
Evening_Meds,2011-06-30 21:28:00,1.8666666666666667,0,0.0,Thursday,0
Other_Activity,2011-06-30 21:29:55,2.5166666666666666,0,0.0,Thursday,0
Work_On_Computer,2011-06-30 21:32:26,63.233333333333334,0,0.0,Thursday,0
Other_Activity,2011-06-30 22:35:40,2.433333333333333,0,0.0,Thursday,0
Watch_TV,2011-06-30 22:38:06,14.216666666666667,0,0.0,Thursday,0
Dress,2011-06-30 22:52:24,1.3666666666666667,0,0.0,Thursday,0
Groom,2011-06-30 22:54:02,3.0166666666666666,0,0.0,Thursday,0
Dress,2011-06-30 22:57:17,1.7,0,0.0,Thursday,0
Sleep,2011-06-30 22:59:24,488.41666666666663,1,1.8166666666666667,Thursday,0
Personal_Hygiene,2011-07-01 07:10:36,6.533333333333333,0,0.0,Friday,0
Other_Activity,2011-07-01 07:17:46,1.5333333333333334,0,0.0,Friday,0
Dress,2011-07-01 07:19:18,4.816666666666666,0,0.0,Friday,0
Cook_Breakfast,2011-07-01 07:24:59,3.5,0,0.0,Friday,0
Cook_Breakfast,2011-07-01 07:28:49,1.25,0,0.0,Friday,0
Eat_Breakfast,2011-07-01 07:30:49,16.6,0,0.0,Friday,0
Read,2011-07-01 07:47:25,64.15,0,0.0,Friday,0
Other_Activity,2011-07-01 08:53:33,1.3333333333333333,0,0.0,Friday,0
Other_Activity,2011-07-01 08:57:16,58.916666666666664,0,0.0,Friday,0
Groom,2011-07-01 09:56:33,8.5,0,0.0,Friday,0
Dress,2011-07-01 10:05:21,6.033333333333333,0,0.0,Friday,0
Groom,2011-07-01 10:12:07,2.85,0,0.0,Friday,0
Work_On_Computer,2011-07-01 10:15:28,24.766666666666666,0,0.0,Friday,0
Leave_Home,2011-07-01 10:40:42,4.1,0,0.0,Friday,0
Other_Activity,2011-07-01 10:44:48,157.35,0,0.0,Friday,0
Other_Activity,2011-07-01 13:22:26,2.6,0,0.0,Friday,0
Work_At_Desk,2011-07-01 13:25:02,5.033333333333333,0,0.0,Friday,0
Other_Activity,2011-07-01 13:30:04,1.5166666666666666,0,0.0,Friday,0
Work_On_Computer,2011-07-01 13:31:35,41.8,0,0.0,Friday,0
Leave_Home,2011-07-01 14:13:57,1.8666666666666667,0,0.0,Friday,0
Other_Activity,2011-07-01 14:15:49,6.583333333333333,0,0.0,Friday,0
Other_Activity,2011-07-01 14:22:33,2.25,0,0.0,Friday,0
Read,2011-07-01 14:24:48,16.85,0,0.0,Friday,0
Other_Activity,2011-07-01 14:41:39,2.25,0,0.0,Friday,0
Work_On_Computer,2011-07-01 14:43:54,44.3,0,0.0,Friday,0
Other_Activity,2011-07-01 15:29:13,1.15,0,0.0,Friday,0
Read,2011-07-01 15:30:24,34.0,0,0.0,Friday,0
Other_Activity,2011-07-01 16:04:24,2.5,0,0.0,Friday,0
Watch_TV,2011-07-01 16:06:54,63.96666666666667,0,0.0,Friday,0
Toilet,2011-07-01 17:11:17,2.7666666666666666,0,0.0,Friday,0
Dress,2011-07-01 17:14:10,1.4666666666666666,0,0.0,Friday,0
Watch_TV,2011-07-01 17:15:38,41.733333333333334,0,0.0,Friday,0
Wash_Dishes,2011-07-01 17:57:41,2.85,0,0.0,Friday,0
Watch_TV,2011-07-01 18:02:24,3.4,0,0.0,Friday,0
Other_Activity,2011-07-01 18:05:48,13.65,0,0.0,Friday,0
Wash_Dishes,2011-07-01 18:19:38,2.183333333333333,0,0.0,Friday,0
Toilet,2011-07-01 18:21:55,1.1333333333333333,0,0.0,Friday,0
Work_On_Computer,2011-07-01 18:23:25,7.683333333333334,0,0.0,Friday,0
Other_Activity,2011-07-01 18:33:01,35.11666666666667,0,0.0,Friday,0
Toilet,2011-07-01 19:08:08,1.7166666666666666,0,0.0,Friday,0
Other_Activity,2011-07-01 19:10:54,192.21666666666667,0,0.0,Friday,0
Work_On_Computer,2011-07-01 22:23:29,18.95,0,0.0,Friday,0
Work_On_Computer,2011-07-01 22:43:27,19.566666666666666,0,0.0,Friday,0
Toilet,2011-07-01 23:03:44,2.05,0,0.0,Friday,0
Dress,2011-07-01 23:06:31,5.266666666666667,0,0.0,Friday,0
Sleep,2011-07-01 23:11:48,474.3333333333333,0,0.0,Friday,0
Other_Activity,2011-07-02 07:06:38,1.3333333333333333,0,0.0,Saturday,1
Personal_Hygiene,2011-07-02 07:07:58,11.6,0,0.0,Saturday,1
Dress,2011-07-02 07:19:45,4.666666666666667,0,0.0,Saturday,1
Personal_Hygiene,2011-07-02 07:24:50,3.4166666666666665,0,0.0,Saturday,1
Dress,2011-07-02 07:28:26,5.616666666666666,0,0.0,Saturday,1
Cook_Breakfast,2011-07-02 07:35:01,8.916666666666666,0,0.0,Saturday,1
Eat_Breakfast,2011-07-02 07:44:46,2.316666666666667,0,0.0,Saturday,1
Eat_Breakfast,2011-07-02 07:48:11,13.933333333333334,0,0.0,Saturday,1
Wash_Breakfast_Dishes,2011-07-02 08:02:27,1.3333333333333333,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 08:03:59,138.7,0,0.0,Saturday,1
Wash_Breakfast_Dishes,2011-07-02 10:23:00,2.5166666666666666,0,0.0,Saturday,1
Other_Activity,2011-07-02 10:26:39,1.2833333333333334,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 10:29:12,2.4166666666666665,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 10:31:53,33.766666666666666,0,0.0,Saturday,1
Wash_Breakfast_Dishes,2011-07-02 11:06:21,2.8666666666666667,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 11:09:33,55.3,0,0.0,Saturday,1
Cook_Lunch,2011-07-02 12:05:04,2.716666666666667,0,0.0,Saturday,1
Eat_Lunch,2011-07-02 12:07:53,12.2,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 12:21:34,193.5,0,0.0,Saturday,1
Toilet,2011-07-02 15:35:17,1.0166666666666666,0,0.0,Saturday,1
Leave_Home,2011-07-02 15:37:08,4.233333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-02 15:41:22,22.533333333333335,0,0.0,Saturday,1
Drink,2011-07-02 16:04:09,4.35,0,0.0,Saturday,1
Work_At_Desk,2011-07-02 16:08:39,6.8,0,0.0,Saturday,1
Other_Activity,2011-07-02 16:15:27,1.0333333333333334,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 16:16:29,33.45,0,0.0,Saturday,1
Other_Activity,2011-07-02 16:49:56,2.2,0,0.0,Saturday,1
Watch_TV,2011-07-02 16:52:08,8.1,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 17:00:45,12.666666666666666,0,0.0,Saturday,1
Work_On_Computer,2011-07-02 17:14:13,2.533333333333333,0,0.0,Saturday,1
Watch_TV,2011-07-02 17:17:41,35.516666666666666,0,0.0,Saturday,1
Cook_Dinner,2011-07-02 17:53:24,5.816666666666666,0,0.0,Saturday,1
Eat_Dinner,2011-07-02 17:59:54,2.7,0,0.0,Saturday,1
Other_Activity,2011-07-02 18:02:36,10.05,0,0.0,Saturday,1
Wash_Dinner_Dishes,2011-07-02 18:12:39,1.2833333333333334,0,0.0,Saturday,1
Watch_TV,2011-07-02 18:14:48,1.4833333333333334,0,0.0,Saturday,1
Other_Activity,2011-07-02 18:16:17,29.316666666666666,0,0.0,Saturday,1
Other_Activity,2011-07-02 18:46:09,2.1666666666666665,0,0.0,Saturday,1
Watch_TV,2011-07-02 18:48:19,35.2,0,0.0,Saturday,1
Other_Activity,2011-07-02 19:25:47,2.316666666666667,0,0.0,Saturday,1
Watch_TV,2011-07-02 19:29:08,51.75,0,0.0,Saturday,1
Drink,2011-07-02 20:21:06,1.45,0,0.0,Saturday,1
Watch_TV,2011-07-02 20:23:24,36.916666666666664,0,0.0,Saturday,1
Dress,2011-07-02 21:00:26,1.4,0,0.0,Saturday,1
Other_Activity,2011-07-02 21:02:11,1.3666666666666667,0,0.0,Saturday,1
Evening_Meds,2011-07-02 21:03:33,1.15,0,0.0,Saturday,1
Watch_TV,2011-07-02 21:05:40,89.2,0,0.0,Saturday,1
Sleep,2011-07-02 22:34:55,481.53333333333336,1,3.1166666666666667,Saturday,1
Personal_Hygiene,2011-07-03 06:40:45,8.083333333333334,0,0.0,Sunday,1
Dress,2011-07-03 06:49:49,3.7333333333333334,0,0.0,Sunday,1
Read,2011-07-03 06:54:30,8.3,0,0.0,Sunday,1
Cook_Breakfast,2011-07-03 07:02:55,3.05,0,0.0,Sunday,1
Eat_Breakfast,2011-07-03 07:06:04,18.533333333333335,0,0.0,Sunday,1
Watch_TV,2011-07-03 07:25:39,33.9,0,0.0,Sunday,1
Toilet,2011-07-03 07:59:59,1.7166666666666666,0,0.0,Sunday,1
Relax,2011-07-03 08:01:49,54.05,0,0.0,Sunday,1
Groom,2011-07-03 08:56:19,2.3333333333333335,0,0.0,Sunday,1
Other_Activity,2011-07-03 08:59:48,61.68333333333333,0,0.0,Sunday,1
Toilet,2011-07-03 10:02:43,2.45,0,0.0,Sunday,1
Other_Activity,2011-07-03 10:06:58,5.516666666666667,0,0.0,Sunday,1
Personal_Hygiene,2011-07-03 10:12:29,5.366666666666666,0,0.0,Sunday,1
Dress,2011-07-03 10:18:26,3.0,0,0.0,Sunday,1
Other_Activity,2011-07-03 10:21:34,18.483333333333334,0,0.0,Sunday,1
Toilet,2011-07-03 10:40:51,1.7333333333333334,0,0.0,Sunday,1
Work_On_Computer,2011-07-03 10:43:29,46.4,0,0.0,Sunday,1
Leave_Home,2011-07-03 11:29:59,1.35,0,0.0,Sunday,1
Other_Activity,2011-07-03 11:31:20,44.166666666666664,0,0.0,Sunday,1
Toilet,2011-07-03 12:16:01,1.8833333333333333,0,0.0,Sunday,1
Other_Activity,2011-07-03 12:17:55,1.5,0,0.0,Sunday,1
Cook_Lunch,2011-07-03 12:19:25,4.95,0,0.0,Sunday,1
Other_Activity,2011-07-03 12:24:26,3.35,0,0.0,Sunday,1
Cook_Lunch,2011-07-03 12:27:47,1.9333333333333333,0,0.0,Sunday,1
Eat_Lunch,2011-07-03 12:29:50,8.25,0,0.0,Sunday,1
Work_On_Computer,2011-07-03 12:39:23,67.66666666666667,0,0.0,Sunday,1
Other_Activity,2011-07-03 13:47:03,1.2166666666666666,0,0.0,Sunday,1
Read,2011-07-03 13:48:16,10.716666666666667,0,0.0,Sunday,1
Drink,2011-07-03 13:59:25,2.216666666666667,0,0.0,Sunday,1
Sleep,2011-07-03 14:01:50,23.0,1,30.35,Sunday,1
Other_Activity,2011-07-03 14:55:11,1.2,0,0.0,Sunday,1
Read,2011-07-03 14:56:23,52.7,0,0.0,Sunday,1
Other_Activity,2011-07-03 15:49:17,2.0166666666666666,0,0.0,Sunday,1
Toilet,2011-07-03 15:51:38,2.716666666666667,0,0.0,Sunday,1
Other_Activity,2011-07-03 15:54:21,1.5,0,0.0,Sunday,1
Watch_TV,2011-07-03 15:55:51,146.46666666666667,0,0.0,Sunday,1
Step_Out,2011-07-03 18:23:11,6.2,0,0.0,Sunday,1
Other_Activity,2011-07-03 18:29:23,2.3333333333333335,0,0.0,Sunday,1
Step_Out,2011-07-03 18:31:43,1.3,0,0.0,Sunday,1
Other_Activity,2011-07-03 18:33:01,1.4666666666666666,0,0.0,Sunday,1
Other_Activity,2011-07-03 18:34:48,6.133333333333334,0,0.0,Sunday,1
Cook_Dinner,2011-07-03 18:41:14,4.033333333333333,0,0.0,Sunday,1
Cook_Dinner,2011-07-03 18:45:42,3.466666666666667,0,0.0,Sunday,1
Other_Activity,2011-07-03 18:49:14,1.1333333333333333,0,0.0,Sunday,1
Other_Activity,2011-07-03 18:50:23,45.81666666666667,0,0.0,Sunday,1
Step_Out,2011-07-03 19:36:21,3.6,0,0.0,Sunday,1
Wash_Dinner_Dishes,2011-07-03 19:40:18,2.1166666666666667,0,0.0,Sunday,1
Other_Activity,2011-07-03 19:42:37,21.616666666666667,0,0.0,Sunday,1
Watch_TV,2011-07-03 20:04:14,35.65,0,0.0,Sunday,1
Other_Activity,2011-07-03 20:41:32,4.566666666666666,0,0.0,Sunday,1
Watch_TV,2011-07-03 20:46:28,55.25,0,0.0,Sunday,1
Drink,2011-07-03 21:43:58,1.8333333333333333,0,0.0,Sunday,1
Watch_TV,2011-07-03 21:46:00,12.983333333333333,0,0.0,Sunday,1
Dress,2011-07-03 21:59:06,6.983333333333333,0,0.0,Sunday,1
Evening_Meds,2011-07-03 22:06:19,1.0166666666666666,0,0.0,Sunday,1
Read,2011-07-03 22:07:29,30.966666666666665,0,0.0,Sunday,1
Watch_TV,2011-07-03 22:40:00,77.46666666666667,0,0.0,Sunday,1
Sleep,2011-07-03 23:57:28,422.65,2,7.416666666666666,Sunday,1
Drink,2011-07-04 07:08:47,1.3,0,0.0,Monday,0
Read,2011-07-04 07:11:25,5.183333333333334,0,0.0,Monday,0
Cook_Breakfast,2011-07-04 07:16:44,2.95,0,0.0,Monday,0
Eat_Breakfast,2011-07-04 07:19:49,18.516666666666666,0,0.0,Monday,0
Read,2011-07-04 07:38:20,65.25,0,0.0,Monday,0
Personal_Hygiene,2011-07-04 08:44:46,3.566666666666667,0,0.0,Monday,0
Other_Activity,2011-07-04 08:48:34,1.4833333333333334,0,0.0,Monday,0
Other_Activity,2011-07-04 08:51:28,62.06666666666667,0,0.0,Monday,0
Personal_Hygiene,2011-07-04 09:53:46,8.583333333333334,0,0.0,Monday,0
Dress,2011-07-04 10:02:54,2.85,0,0.0,Monday,0
Other_Activity,2011-07-04 10:05:45,4.566666666666666,0,0.0,Monday,0
Work_On_Computer,2011-07-04 10:10:19,10.7,0,0.0,Monday,0
Toilet,2011-07-04 10:21:49,1.35,0,0.0,Monday,0
Step_Out,2011-07-04 10:24:16,2.0833333333333335,0,0.0,Monday,0
Work,2011-07-04 10:26:26,3.966666666666667,0,0.0,Monday,0
Other_Activity,2011-07-04 10:31:16,24.916666666666668,0,0.0,Monday,0
Wash_Breakfast_Dishes,2011-07-04 10:56:40,3.033333333333333,0,0.0,Monday,0
Work_On_Computer,2011-07-04 10:59:49,15.9,0,0.0,Monday,0
Cook_Lunch,2011-07-04 11:16:41,42.65,0,0.0,Monday,0
Cook_Lunch,2011-07-04 11:59:42,10.016666666666667,0,0.0,Monday,0
Eat_Lunch,2011-07-04 12:09:50,9.683333333333334,0,0.0,Monday,0
Wash_Lunch_Dishes,2011-07-04 12:19:40,1.65,0,0.0,Monday,0
Other_Activity,2011-07-04 12:21:22,1.1,0,0.0,Monday,0
Work_On_Computer,2011-07-04 12:23:52,32.18333333333333,0,0.0,Monday,0
Drink,2011-07-04 12:56:18,1.2166666666666666,0,0.0,Monday,0
Work_On_Computer,2011-07-04 12:58:04,6.366666666666666,0,0.0,Monday,0
Leave_Home,2011-07-04 13:05:01,6.683333333333334,0,0.0,Monday,0
Other_Activity,2011-07-04 13:11:42,12.833333333333334,0,0.0,Monday,0
Work_On_Computer,2011-07-04 13:24:50,31.583333333333332,0,0.0,Monday,0
Other_Activity,2011-07-04 13:56:28,1.6333333333333333,0,0.0,Monday,0
Read,2011-07-04 13:58:29,15.9,0,0.0,Monday,0
Other_Activity,2011-07-04 14:14:23,1.0666666666666667,0,0.0,Monday,0
Dress,2011-07-04 14:15:27,1.7166666666666666,0,0.0,Monday,0
Toilet,2011-07-04 14:17:24,1.2333333333333334,0,0.0,Monday,0
Wash_Dishes,2011-07-04 14:19:28,1.8166666666666667,0,0.0,Monday,0
Work,2011-07-04 14:21:34,2.466666666666667,0,0.0,Monday,0
Other_Activity,2011-07-04 14:24:04,1.3833333333333333,0,0.0,Monday,0
Step_Out,2011-07-04 14:25:27,4.233333333333333,0,0.0,Monday,0
Other_Activity,2011-07-04 14:30:19,3.6666666666666665,0,0.0,Monday,0
Drink,2011-07-04 14:34:49,1.95,0,0.0,Monday,0
Work_On_Computer,2011-07-04 14:37:43,16.533333333333335,0,0.0,Monday,0
Other_Activity,2011-07-04 14:54:15,1.05,0,0.0,Monday,0
Watch_TV,2011-07-04 14:55:21,1.65,0,0.0,Monday,0
Other_Activity,2011-07-04 14:57:00,7.75,0,0.0,Monday,0
Other_Activity,2011-07-04 15:05:11,23.55,0,0.0,Monday,0
Other_Activity,2011-07-04 15:29:23,13.55,0,0.0,Monday,0
Work_On_Computer,2011-07-04 15:42:56,20.633333333333333,0,0.0,Monday,0
Watch_TV,2011-07-04 16:03:49,4.6,0,0.0,Monday,0
Other_Activity,2011-07-04 16:08:25,15.083333333333334,0,0.0,Monday,0
Other_Activity,2011-07-04 16:23:32,2.933333333333333,0,0.0,Monday,0
Watch_TV,2011-07-04 16:26:35,7.316666666666666,0,0.0,Monday,0
Personal_Hygiene,2011-07-04 16:34:08,6.0,0,0.0,Monday,0
Dress,2011-07-04 16:40:20,1.6333333333333333,0,0.0,Monday,0
Work_On_Computer,2011-07-04 16:42:33,10.666666666666666,0,0.0,Monday,0
Other_Activity,2011-07-04 16:54:16,1.0833333333333333,0,0.0,Monday,0
Work_On_Computer,2011-07-04 16:55:21,2.783333333333333,0,0.0,Monday,0
Other_Activity,2011-07-04 16:58:08,5.366666666666666,0,0.0,Monday,0
Other_Activity,2011-07-04 17:03:42,10.233333333333333,0,0.0,Monday,0
Wash_Dishes,2011-07-04 17:13:58,4.433333333333334,0,0.0,Monday,0
Other_Activity,2011-07-04 17:18:24,14.016666666666667,0,0.0,Monday,0
Other_Activity,2011-07-04 17:33:13,1.1333333333333333,0,0.0,Monday,0
Leave_Home,2011-07-04 17:34:25,3.9833333333333334,0,0.0,Monday,0
Other_Activity,2011-07-04 17:38:24,335.3833333333333,0,0.0,Monday,0
Other_Activity,2011-07-04 23:13:59,1.1,0,0.0,Monday,0
Wash_Dishes,2011-07-04 23:15:08,2.5166666666666666,0,0.0,Monday,0
Work_On_Computer,2011-07-04 23:17:50,26.183333333333334,0,0.0,Monday,0
Dress,2011-07-04 23:44:21,3.2666666666666666,0,0.0,Monday,0
Watch_TV,2011-07-04 23:47:49,7.716666666666667,0,0.0,Monday,0
Dress,2011-07-04 23:55:51,1.7333333333333334,0,0.0,Monday,0
Sleep,2011-07-04 23:59:04,421.5666666666667,1,1.9833333333333334,Monday,0
Personal_Hygiene,2011-07-05 07:03:55,7.466666666666667,0,0.0,Tuesday,0
Drink,2011-07-05 07:12:57,2.4166666666666665,0,0.0,Tuesday,0
Dress,2011-07-05 07:15:29,2.6,0,0.0,Tuesday,0
Read,2011-07-05 07:18:52,45.25,0,0.0,Tuesday,0
Other_Activity,2011-07-05 08:04:07,1.8166666666666667,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 08:05:59,34.0,0,0.0,Tuesday,0
Toilet,2011-07-05 08:40:44,3.4833333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-05 08:44:15,1.05,0,0.0,Tuesday,0
Leave_Home,2011-07-05 08:45:20,1.5333333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-05 08:46:52,51.333333333333336,0,0.0,Tuesday,0
Other_Activity,2011-07-05 09:38:54,1.1,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 09:40:00,19.916666666666668,0,0.0,Tuesday,0
Bathe,2011-07-05 10:00:21,6.716666666666667,0,0.0,Tuesday,0
Groom,2011-07-05 10:07:04,3.85,0,0.0,Tuesday,0
Dress,2011-07-05 10:11:19,4.933333333333334,0,0.0,Tuesday,0
Groom,2011-07-05 10:16:23,2.0,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 10:19:08,28.883333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-05 10:48:01,2.9166666666666665,0,0.0,Tuesday,0
Step_Out,2011-07-05 10:50:59,1.35,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 10:52:26,47.18333333333333,0,0.0,Tuesday,0
Cook_Lunch,2011-07-05 11:39:47,2.4166666666666665,0,0.0,Tuesday,0
Cook_Lunch,2011-07-05 11:44:48,5.933333333333334,0,0.0,Tuesday,0
Eat_Lunch,2011-07-05 11:50:51,7.283333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-05 11:58:11,1.65,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 11:59:50,51.71666666666667,0,0.0,Tuesday,0
Wash_Lunch_Dishes,2011-07-05 12:52:20,1.35,0,0.0,Tuesday,0
Toilet,2011-07-05 12:53:47,1.8166666666666667,0,0.0,Tuesday,0
Wash_Lunch_Dishes,2011-07-05 12:55:48,1.85,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 12:58:15,16.133333333333333,0,0.0,Tuesday,0
