Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short
Toilet,2011-07-10 05:41:28,1.0666666666666667,0,0.0,Sunday,1,05:41:28
Leave_Home,2011-07-10 05:42:38,1.9,0,0.0,Sunday,1,05:42:38
Other_Activity,2011-07-10 05:44:32,1564.1833333333334,0,0.0,Sunday,1,05:44:32
Other_Activity,2011-07-11 07:49:24,4.083333333333333,0,0.0,Monday,0,07:49:24
Other_Activity,2011-07-11 07:54:05,10.25,0,0.0,Monday,0,07:54:05
Enter_Home,2011-07-11 08:04:20,1.25,0,0.0,Monday,0,08:04:20
Entertain_Guests,2011-07-11 08:05:35,34.15,0,0.0,Monday,0,08:05:35
Work_On_Computer,2011-07-11 08:39:52,7.166666666666667,0,0.0,Monday,0,08:39:52
Personal_Hygiene,2011-07-11 08:47:47,1.05,0,0.0,Monday,0,08:47:47
Other_Activity,2011-07-11 08:48:50,2.2333333333333334,0,0.0,Monday,0,08:48:50
Phone,2011-07-11 08:51:04,7.033333333333333,0,0.0,Monday,0,08:51:04
Other_Activity,2011-07-11 08:58:09,2.316666666666667,0,0.0,Monday,0,08:58:09
Leave_Home,2011-07-11 09:00:28,6.183333333333334,0,0.0,Monday,0,09:00:28
Other_Activity,2011-07-11 09:06:39,2237.75,0,0.0,Monday,0,09:06:39
Other_Activity,2011-07-12 22:24:42,1.9666666666666666,0,0.0,Tuesday,0,22:24:42
Work_On_Computer,2011-07-12 22:26:40,9.55,0,0.0,Tuesday,0,22:26:40
Work_On_Computer,2011-07-12 22:37:54,39.43333333333333,0,0.0,Tuesday,0,22:37:54
Other_Activity,2011-07-12 23:17:20,1.6,0,0.0,Tuesday,0,23:17:20
Personal_Hygiene,2011-07-12 23:19:01,1.7833333333333334,0,0.0,Tuesday,0,23:19:01
Dress,2011-07-12 23:21:24,5.883333333333334,0,0.0,Tuesday,0,23:21:24
Other_Activity,2011-07-12 23:27:17,2.6333333333333333,0,0.0,Tuesday,0,23:27:17
Groom,2011-07-12 23:30:59,3.066666666666667,0,0.0,Tuesday,0,23:30:59
Groom,2011-07-12 23:34:48,1.0833333333333333,0,0.0,Tuesday,0,23:34:48
Other_Activity,2011-07-12 23:37:13,2.6333333333333333,0,0.0,Tuesday,0,23:37:13
Sleep,2011-07-12 23:39:51,420.51666666666665,1,3.96666666666664,Tuesday,0,23:39:51
Other_Activity,2011-07-13 06:45:59,2.933333333333333,0,0.0,Wednesday,0,06:45:59
Personal_Hygiene,2011-07-13 06:48:55,11.3,0,0.0,Wednesday,0,06:48:55
Dress,2011-07-13 07:00:24,2.7666666666666666,0,0.0,Wednesday,0,07:00:24
Dress,2011-07-13 07:03:10,1.4166666666666667,0,0.0,Wednesday,0,07:03:10
Other_Activity,2011-07-13 07:04:35,3.35,0,0.0,Wednesday,0,07:04:35
Read,2011-07-13 07:07:56,3.7,0,0.0,Wednesday,0,07:07:56
Cook_Breakfast,2011-07-13 07:11:52,2.966666666666667,0,0.0,Wednesday,0,07:11:52
Other_Activity,2011-07-13 07:14:52,2.066666666666667,0,0.0,Wednesday,0,07:14:52
Work_On_Computer,2011-07-13 07:17:00,4.3,0,0.0,Wednesday,0,07:17:00
Other_Activity,2011-07-13 07:21:18,2.6333333333333333,0,0.0,Wednesday,0,07:21:18
Other_Activity,2011-07-13 07:24:49,1.0166666666666666,0,0.0,Wednesday,0,07:24:49
Cook_Breakfast,2011-07-13 07:26:41,5.316666666666666,0,0.0,Wednesday,0,07:26:41
Eat_Breakfast,2011-07-13 07:32:57,10.633333333333333,0,0.0,Wednesday,0,07:32:57
Read,2011-07-13 07:43:35,44.6,0,0.0,Wednesday,0,07:43:35
Wash_Breakfast_Dishes,2011-07-13 08:28:20,1.05,0,0.0,Wednesday,0,08:28:20
Toilet,2011-07-13 08:29:29,2.4,0,0.0,Wednesday,0,08:29:29
Work_On_Computer,2011-07-13 08:32:04,31.216666666666665,0,0.0,Wednesday,0,08:32:04
Other_Activity,2011-07-13 09:03:17,1.1833333333333333,0,0.0,Wednesday,0,09:03:17
Other_Activity,2011-07-13 09:04:57,3.3833333333333333,0,0.0,Wednesday,0,09:04:57
Entertain_Guests,2011-07-13 09:08:32,163.28333333333333,0,0.0,Wednesday,0,09:08:32
Other_Activity,2011-07-13 11:52:18,9.916666666666666,0,0.0,Wednesday,0,11:52:18
Entertain_Guests,2011-07-13 12:02:28,33.416666666666664,0,0.0,Wednesday,0,12:02:28
Other_Activity,2011-07-13 12:35:53,1.0666666666666667,0,0.0,Wednesday,0,12:35:53
Drink,2011-07-13 12:37:03,1.25,0,0.0,Wednesday,0,12:37:03
Other_Activity,2011-07-13 12:38:20,1.75,0,0.0,Wednesday,0,12:38:20
Work_On_Computer,2011-07-13 12:40:08,9.0,0,0.0,Wednesday,0,12:40:08
Other_Activity,2011-07-13 12:49:08,3.1,0,0.0,Wednesday,0,12:49:08
Work_On_Computer,2011-07-13 12:52:14,9.833333333333334,0,0.0,Wednesday,0,12:52:14
Other_Activity,2011-07-13 13:02:04,1.75,0,0.0,Wednesday,0,13:02:04
Work_On_Computer,2011-07-13 13:03:49,32.56666666666667,0,0.0,Wednesday,0,13:03:49
Leave_Home,2011-07-13 13:36:48,2.45,0,0.0,Wednesday,0,13:36:48
Other_Activity,2011-07-13 13:39:15,12.75,0,0.0,Wednesday,0,13:39:15
Work_On_Computer,2011-07-13 13:52:15,57.86666666666667,0,0.0,Wednesday,0,13:52:15
Other_Activity,2011-07-13 14:50:07,2.283333333333333,0,0.0,Wednesday,0,14:50:07
Work_On_Computer,2011-07-13 14:52:24,31.0,0,0.0,Wednesday,0,14:52:24
Other_Activity,2011-07-13 15:24:33,1.3,0,0.0,Wednesday,0,15:24:33
Work,2011-07-13 15:25:51,1.2,0,0.0,Wednesday,0,15:25:51
Other_Activity,2011-07-13 15:27:03,2.966666666666667,0,0.0,Wednesday,0,15:27:03
Work_On_Computer,2011-07-13 15:30:01,69.8,0,0.0,Wednesday,0,15:30:01
Toilet,2011-07-13 16:39:57,2.3,0,0.0,Wednesday,0,16:39:57
Dress,2011-07-13 16:43:40,1.1,0,0.0,Wednesday,0,16:43:40
Dress,2011-07-13 16:44:59,2.0,0,0.0,Wednesday,0,16:44:59
Other_Activity,2011-07-13 16:46:59,2.183333333333333,0,0.0,Wednesday,0,16:46:59
Other_Activity,2011-07-13 16:49:25,1.4333333333333333,0,0.0,Wednesday,0,16:49:25
Toilet,2011-07-13 16:50:51,1.0833333333333333,0,0.0,Wednesday,0,16:50:51
Other_Activity,2011-07-13 16:51:58,1.4,0,0.0,Wednesday,0,16:51:58
Work_On_Computer,2011-07-13 16:53:22,21.5,0,0.0,Wednesday,0,16:53:22
Other_Activity,2011-07-13 17:15:50,316.9,0,0.0,Wednesday,0,17:15:50
Work_On_Computer,2011-07-13 22:34:06,17.933333333333334,0,0.0,Wednesday,0,22:34:06
Drink,2011-07-13 22:53:29,1.3,0,0.0,Wednesday,0,22:53:29
Dress,2011-07-13 22:56:45,2.6666666666666665,0,0.0,Wednesday,0,22:56:45
Personal_Hygiene,2011-07-13 22:59:43,1.6666666666666667,0,0.0,Wednesday,0,22:59:43
Watch_TV,2011-07-13 23:01:36,11.416666666666666,0,0.0,Wednesday,0,23:01:36
Watch_TV,2011-07-13 23:14:02,8.183333333333334,0,0.0,Wednesday,0,23:14:02
Watch_TV,2011-07-13 23:23:05,17.816666666666666,0,0.0,Wednesday,0,23:23:05
Sleep,2011-07-13 23:41:35,441.68333333333334,1,2.8833333333333258,Wednesday,0,23:41:35
Personal_Hygiene,2011-07-14 07:06:53,8.333333333333334,0,0.0,Thursday,0,07:06:53
Cook_Breakfast,2011-07-14 07:15:54,2.15,0,0.0,Thursday,0,07:15:54
Other_Activity,2011-07-14 07:18:03,3.933333333333333,0,0.0,Thursday,0,07:18:03
Read,2011-07-14 07:22:02,19.683333333333334,0,0.0,Thursday,0,07:22:02
Cook_Breakfast,2011-07-14 07:41:49,2.6166666666666667,0,0.0,Thursday,0,07:41:49
Eat_Breakfast,2011-07-14 07:44:51,10.6,0,0.0,Thursday,0,07:44:51
Read,2011-07-14 07:55:27,6.366666666666666,0,0.0,Thursday,0,07:55:27
Personal_Hygiene,2011-07-14 08:02:18,5.966666666666667,0,0.0,Thursday,0,08:02:18
Dress,2011-07-14 08:08:32,3.183333333333333,0,0.0,Thursday,0,08:08:32
Other_Activity,2011-07-14 08:11:43,1.8833333333333333,0,0.0,Thursday,0,08:11:43
Toilet,2011-07-14 08:13:39,1.9666666666666666,0,0.0,Thursday,0,08:13:39
Work_On_Computer,2011-07-14 08:16:54,9.316666666666666,0,0.0,Thursday,0,08:16:54
Leave_Home,2011-07-14 08:27:01,1.6166666666666667,0,0.0,Thursday,0,08:27:01
Other_Activity,2011-07-14 08:28:38,7.55,0,0.0,Thursday,0,08:28:38
Other_Activity,2011-07-14 08:36:21,1.1,0,0.0,Thursday,0,08:36:21
Work_On_Computer,2011-07-14 08:37:44,56.21666666666667,0,0.0,Thursday,0,08:37:44
Work_On_Computer,2011-07-14 09:36:16,9.783333333333333,0,0.0,Thursday,0,09:36:16
Leave_Home,2011-07-14 09:46:33,2.066666666666667,0,0.0,Thursday,0,09:46:33
Other_Activity,2011-07-14 09:48:37,43.266666666666666,0,0.0,Thursday,0,09:48:37
Other_Activity,2011-07-14 10:32:05,1.65,0,0.0,Thursday,0,10:32:05
Work_On_Computer,2011-07-14 10:34:55,25.666666666666668,0,0.0,Thursday,0,10:34:55
Toilet,2011-07-14 11:01:26,2.3333333333333335,0,0.0,Thursday,0,11:01:26
Other_Activity,2011-07-14 11:03:46,1.9666666666666666,0,0.0,Thursday,0,11:03:46
Step_Out,2011-07-14 11:05:44,2.8833333333333333,0,0.0,Thursday,0,11:05:44
Drink,2011-07-14 11:09:13,2.35,0,0.0,Thursday,0,11:09:13
Work_On_Computer,2011-07-14 11:12:27,77.26666666666667,0,0.0,Thursday,0,11:12:27
Other_Activity,2011-07-14 12:29:43,2.183333333333333,0,0.0,Thursday,0,12:29:43
Work_On_Computer,2011-07-14 12:31:54,7.166666666666667,0,0.0,Thursday,0,12:31:54
Cook_Lunch,2011-07-14 12:39:13,6.2,0,0.0,Thursday,0,12:39:13
Cook_Lunch,2011-07-14 12:46:12,2.4,0,0.0,Thursday,0,12:46:12
Other_Activity,2011-07-14 12:48:36,3.683333333333333,0,0.0,Thursday,0,12:48:36
Eat_Lunch,2011-07-14 12:52:53,15.083333333333334,0,0.0,Thursday,0,12:52:53
Other_Activity,2011-07-14 13:07:58,1.1333333333333333,0,0.0,Thursday,0,13:07:58
Other_Activity,2011-07-14 13:10:48,1.6166666666666667,0,0.0,Thursday,0,13:10:48
Personal_Hygiene,2011-07-14 13:13:15,1.9166666666666667,0,0.0,Thursday,0,13:13:15
Work_At_Desk,2011-07-14 13:15:20,2.3,0,0.0,Thursday,0,13:15:20
Leave_Home,2011-07-14 13:17:48,1.55,0,0.0,Thursday,0,13:17:48
Other_Activity,2011-07-14 13:19:21,22.516666666666666,0,0.0,Thursday,0,13:19:21
Other_Activity,2011-07-14 13:42:05,1.7333333333333334,0,0.0,Thursday,0,13:42:05
Leave_Home,2011-07-14 13:43:51,1.25,0,0.0,Thursday,0,13:43:51
Other_Activity,2011-07-14 13:45:06,60.05,0,0.0,Thursday,0,13:45:06
Work_On_Computer,2011-07-14 14:46:18,3.8833333333333333,0,0.0,Thursday,0,14:46:18
Toilet,2011-07-14 14:50:53,1.1666666666666667,0,0.0,Thursday,0,14:50:53
Work_On_Computer,2011-07-14 14:52:18,5.366666666666666,0,0.0,Thursday,0,14:52:18
Work_On_Computer,2011-07-14 14:58:19,42.1,0,0.0,Thursday,0,14:58:19
Personal_Hygiene,2011-07-14 15:40:56,4.983333333333333,0,0.0,Thursday,0,15:40:56
Dress,2011-07-14 15:46:07,4.9,0,0.0,Thursday,0,15:46:07
Dress,2011-07-14 15:51:35,3.8,0,0.0,Thursday,0,15:51:35
Work_On_Computer,2011-07-14 15:55:57,35.78333333333333,0,0.0,Thursday,0,15:55:57
Leave_Home,2011-07-14 16:31:56,1.1,0,0.0,Thursday,0,16:31:56
Other_Activity,2011-07-14 16:33:02,8.25,0,0.0,Thursday,0,16:33:02
Drink,2011-07-14 16:41:33,1.4333333333333333,0,0.0,Thursday,0,16:41:33
Work_On_Computer,2011-07-14 16:43:08,15.766666666666667,0,0.0,Thursday,0,16:43:08
Leave_Home,2011-07-14 16:59:02,1.5333333333333334,0,0.0,Thursday,0,16:59:02
Other_Activity,2011-07-14 17:00:34,27.116666666666667,0,0.0,Thursday,0,17:00:34
Enter_Home,2011-07-14 17:27:41,1.1166666666666667,0,0.0,Thursday,0,17:27:41
Work_On_Computer,2011-07-14 17:28:53,10.016666666666667,0,0.0,Thursday,0,17:28:53
Step_Out,2011-07-14 17:39:03,6.066666666666666,0,0.0,Thursday,0,17:39:03
Work,2011-07-14 17:45:25,1.9833333333333334,0,0.0,Thursday,0,17:45:25
Cook_Dinner,2011-07-14 17:47:31,4.266666666666667,0,0.0,Thursday,0,17:47:31
Work_On_Computer,2011-07-14 17:53:01,4.416666666666667,0,0.0,Thursday,0,17:53:01
Cook_Dinner,2011-07-14 17:57:43,2.0166666666666666,0,0.0,Thursday,0,17:57:43
Other_Activity,2011-07-14 17:59:45,1.5333333333333334,0,0.0,Thursday,0,17:59:45
Other_Activity,2011-07-14 18:03:50,8.416666666666666,0,0.0,Thursday,0,18:03:50
Other_Activity,2011-07-14 18:13:49,8.1,0,0.0,Thursday,0,18:13:49
Other_Activity,2011-07-14 18:23:35,4.883333333333334,0,0.0,Thursday,0,18:23:35
Wash_Dinner_Dishes,2011-07-14 18:28:44,2.5833333333333335,0,0.0,Thursday,0,18:28:44
Watch_TV,2011-07-14 18:31:42,44.266666666666666,0,0.0,Thursday,0,18:31:42
Dress,2011-07-14 19:16:04,1.55,0,0.0,Thursday,0,19:16:04
Toilet,2011-07-14 19:18:29,1.4,0,0.0,Thursday,0,19:18:29
Dress,2011-07-14 19:20:30,2.8333333333333335,0,0.0,Thursday,0,19:20:30
Work_On_Computer,2011-07-14 19:24:02,27.7,0,0.0,Thursday,0,19:24:02
Other_Activity,2011-07-14 19:51:44,2.1666666666666665,0,0.0,Thursday,0,19:51:44
Toilet,2011-07-14 19:53:54,1.8166666666666667,0,0.0,Thursday,0,19:53:54
Leave_Home,2011-07-14 19:55:53,5.766666666666667,0,0.0,Thursday,0,19:55:53
Other_Activity,2011-07-14 20:01:39,154.51666666666668,0,0.0,Thursday,0,20:01:39
Work_On_Computer,2011-07-14 22:36:30,14.966666666666667,0,0.0,Thursday,0,22:36:30
Other_Activity,2011-07-14 22:51:28,1.4666666666666666,0,0.0,Thursday,0,22:51:28
Cook,2011-07-14 22:52:58,3.683333333333333,0,0.0,Thursday,0,22:52:58
Eat,2011-07-14 22:56:48,18.533333333333335,0,0.0,Thursday,0,22:56:48
Evening_Meds,2011-07-14 23:15:30,1.25,0,0.0,Thursday,0,23:15:30
Dress,2011-07-14 23:17:21,2.2333333333333334,0,0.0,Thursday,0,23:17:21
Read,2011-07-14 23:20:42,29.616666666666667,0,0.0,Thursday,0,23:20:42
Sleep,2011-07-14 23:50:19,393.81666666666666,1,1.9499999999999886,Thursday,0,23:50:19
Toilet,2011-07-15 06:27:11,3.6333333333333333,0,0.0,Friday,0,06:27:11
Other_Activity,2011-07-15 06:31:21,1.3833333333333333,0,0.0,Friday,0,06:31:21
Other_Activity,2011-07-15 06:33:00,4.85,0,0.0,Friday,0,06:33:00
Bathe,2011-07-15 06:37:51,7.816666666666666,0,0.0,Friday,0,06:37:51
Groom,2011-07-15 06:45:40,4.683333333333334,0,0.0,Friday,0,06:45:40
Dress,2011-07-15 06:50:42,8.4,0,0.0,Friday,0,06:50:42
Morning_Meds,2011-07-15 06:59:18,1.6333333333333333,0,0.0,Friday,0,06:59:18
Read,2011-07-15 07:01:30,10.016666666666667,0,0.0,Friday,0,07:01:30
Cook_Breakfast,2011-07-15 07:11:51,1.9166666666666667,0,0.0,Friday,0,07:11:51
Eat_Breakfast,2011-07-15 07:13:57,14.95,0,0.0,Friday,0,07:13:57
Read,2011-07-15 07:28:54,21.083333333333332,0,0.0,Friday,0,07:28:54
Personal_Hygiene,2011-07-15 07:50:56,6.333333333333333,0,0.0,Friday,0,07:50:56
Other_Activity,2011-07-15 07:57:19,1.55,0,0.0,Friday,0,07:57:19
Leave_Home,2011-07-15 07:58:52,1.8666666666666667,0,0.0,Friday,0,07:58:52
Other_Activity,2011-07-15 08:00:44,478.06666666666666,0,0.0,Friday,0,08:00:44
Other_Activity,2011-07-15 15:59:09,131.63333333333333,0,0.0,Friday,0,15:59:09
Other_Activity,2011-07-15 18:11:16,1.0333333333333334,0,0.0,Friday,0,18:11:16
Drink,2011-07-15 18:12:18,1.2333333333333334,0,0.0,Friday,0,18:12:18
Work_On_Computer,2011-07-15 18:13:41,18.0,0,0.0,Friday,0,18:13:41
Other_Activity,2011-07-15 18:31:41,6.15,0,0.0,Friday,0,18:31:41
Watch_TV,2011-07-15 18:37:50,5.333333333333333,0,0.0,Friday,0,18:37:50
Other_Activity,2011-07-15 18:43:10,8.883333333333333,0,0.0,Friday,0,18:43:10
Drink,2011-07-15 18:52:13,1.6666666666666667,0,0.0,Friday,0,18:52:13
Other_Activity,2011-07-15 18:54:00,14.116666666666667,0,0.0,Friday,0,18:54:00
Toilet,2011-07-15 19:09:43,1.6833333333333333,0,0.0,Friday,0,19:09:43
Work,2011-07-15 19:11:33,5.85,0,0.0,Friday,0,19:11:33
Leave_Home,2011-07-15 19:17:27,1.2,0,0.0,Friday,0,19:17:27
Other_Activity,2011-07-15 19:18:39,136.25,0,0.0,Friday,0,19:18:39
Cook,2011-07-15 21:35:48,3.433333333333333,0,0.0,Friday,0,21:35:48
Eat,2011-07-15 21:39:27,15.5,0,0.0,Friday,0,21:39:27
Work_On_Computer,2011-07-15 21:55:04,3.816666666666667,0,0.0,Friday,0,21:55:04
Work_On_Computer,2011-07-15 21:59:49,1.4333333333333333,0,0.0,Friday,0,21:59:49
Other_Activity,2011-07-15 22:01:15,1.7666666666666666,0,0.0,Friday,0,22:01:15
Work_On_Computer,2011-07-15 22:03:01,3.6,0,0.0,Friday,0,22:03:01
Work_On_Computer,2011-07-15 22:07:07,43.63333333333333,0,0.0,Friday,0,22:07:07
Groom,2011-07-15 22:51:15,2.45,0,0.0,Friday,0,22:51:15
Dress,2011-07-15 22:55:14,2.95,0,0.0,Friday,0,22:55:14
Read,2011-07-15 22:58:11,4.55,0,0.0,Friday,0,22:58:11
Sleep,2011-07-15 23:03:37,375.0,1,2.316666666666663,Friday,0,23:03:37
Personal_Hygiene,2011-07-16 05:21:34,1.7,0,0.0,Saturday,1,05:21:34
Personal_Hygiene,2011-07-16 05:23:16,19.483333333333334,0,0.0,Saturday,1,05:23:16
Other_Activity,2011-07-16 05:42:50,6.433333333333334,0,0.0,Saturday,1,05:42:50
Dress,2011-07-16 05:49:22,2.4,0,0.0,Saturday,1,05:49:22
Groom,2011-07-16 05:52:29,3.8666666666666667,0,0.0,Saturday,1,05:52:29
Cook_Breakfast,2011-07-16 05:56:31,2.65,0,0.0,Saturday,1,05:56:31
Eat_Breakfast,2011-07-16 06:00:21,13.983333333333333,0,0.0,Saturday,1,06:00:21
Read,2011-07-16 06:14:20,29.7,0,0.0,Saturday,1,06:14:20
Toilet,2011-07-16 06:45:16,3.033333333333333,0,0.0,Saturday,1,06:45:16
Other_Activity,2011-07-16 06:49:11,2.466666666666667,0,0.0,Saturday,1,06:49:11
Leave_Home,2011-07-16 06:51:39,1.45,0,0.0,Saturday,1,06:51:39
Other_Activity,2011-07-16 06:53:06,859.0833333333334,0,0.0,Saturday,1,06:53:06
Other_Activity,2011-07-16 21:12:29,1.5166666666666666,0,0.0,Saturday,1,21:12:29
Drink,2011-07-16 21:14:47,1.8333333333333333,0,0.0,Saturday,1,21:14:47
Other_Activity,2011-07-16 21:16:42,1.0666666666666667,0,0.0,Saturday,1,21:16:42
Work_On_Computer,2011-07-16 21:17:46,38.11666666666667,0,0.0,Saturday,1,21:17:46
Other_Activity,2011-07-16 21:56:40,2.3333333333333335,0,0.0,Saturday,1,21:56:40
Leave_Home,2011-07-16 21:59:02,7.45,0,0.0,Saturday,1,21:59:02
Work_On_Computer,2011-07-16 22:07:36,18.166666666666668,0,0.0,Saturday,1,22:07:36
Work_On_Computer,2011-07-16 22:26:19,16.633333333333333,0,0.0,Saturday,1,22:26:19
Dress,2011-07-16 22:43:47,1.3333333333333333,0,0.0,Saturday,1,22:43:47
Wash_Dishes,2011-07-16 22:45:29,4.116666666666666,0,0.0,Saturday,1,22:45:29
Toilet,2011-07-16 22:50:54,1.6666666666666667,0,0.0,Saturday,1,22:50:54
Other_Activity,2011-07-16 22:52:39,2.5166666666666666,0,0.0,Saturday,1,22:52:39
Sleep,2011-07-16 22:55:10,414.3,1,2.0999999999999943,Saturday,1,22:55:10
Other_Activity,2011-07-17 05:53:14,2.9166666666666665,0,0.0,Sunday,1,05:53:14
Personal_Hygiene,2011-07-17 05:56:09,6.35,0,0.0,Sunday,1,05:56:09
Bathe,2011-07-17 06:02:30,6.716666666666667,0,0.0,Sunday,1,06:02:30
Groom,2011-07-17 06:09:14,3.5833333333333335,0,0.0,Sunday,1,06:09:14
Dress,2011-07-17 06:13:24,7.216666666666667,0,0.0,Sunday,1,06:13:24
Dress,2011-07-17 06:22:36,2.4833333333333334,0,0.0,Sunday,1,06:22:36
Other_Activity,2011-07-17 06:25:27,2.85,0,0.0,Sunday,1,06:25:27
Relax,2011-07-17 06:28:18,4.25,0,0.0,Sunday,1,06:28:18
Other_Activity,2011-07-17 06:32:36,2.4833333333333334,0,0.0,Sunday,1,06:32:36
Groom,2011-07-17 06:35:34,2.0833333333333335,0,0.0,Sunday,1,06:35:34
Read,2011-07-17 06:38:51,1.9666666666666666,0,0.0,Sunday,1,06:38:51
Other_Activity,2011-07-17 06:40:49,5.633333333333334,0,0.0,Sunday,1,06:40:49
Other_Activity,2011-07-17 06:46:30,1.05,0,0.0,Sunday,1,06:46:30
Read,2011-07-17 06:48:42,2.1,0,0.0,Sunday,1,06:48:42
Other_Activity,2011-07-17 06:50:48,1.5166666666666666,0,0.0,Sunday,1,06:50:48
Other_Activity,2011-07-17 06:52:22,1.7333333333333334,0,0.0,Sunday,1,06:52:22
Read,2011-07-17 06:54:09,1.3,0,0.0,Sunday,1,06:54:09
Other_Activity,2011-07-17 06:55:27,9.483333333333333,0,0.0,Sunday,1,06:55:27
Other_Activity,2011-07-17 07:05:27,5.9,0,0.0,Sunday,1,07:05:27
Toilet,2011-07-17 07:12:51,1.7333333333333334,0,0.0,Sunday,1,07:12:51
Other_Activity,2011-07-17 07:14:38,2.5833333333333335,0,0.0,Sunday,1,07:14:38
Other_Activity,2011-07-17 07:17:41,340.76666666666665,0,0.0,Sunday,1,07:17:41
Enter_Home,2011-07-17 12:58:27,1.1333333333333333,0,0.0,Sunday,1,12:58:27
Drink,2011-07-17 13:00:58,3.05,0,0.0,Sunday,1,13:00:58
Work_On_Computer,2011-07-17 13:04:14,33.15,0,0.0,Sunday,1,13:04:14
Other_Activity,2011-07-17 13:37:23,1.2,0,0.0,Sunday,1,13:37:23
Toilet,2011-07-17 13:38:44,1.25,0,0.0,Sunday,1,13:38:44
Other_Activity,2011-07-17 13:40:02,2.0,0,0.0,Sunday,1,13:40:02
Sleep,2011-07-17 13:42:02,42.15,0,0.0,Sunday,1,13:42:02
Other_Activity,2011-07-17 14:24:57,11.05,0,0.0,Sunday,1,14:24:57
Work_On_Computer,2011-07-17 14:36:00,18.383333333333333,0,0.0,Sunday,1,14:36:00
Toilet,2011-07-17 14:54:33,1.05,0,0.0,Sunday,1,14:54:33
Other_Activity,2011-07-17 14:56:54,1348.2833333333333,0,0.0,Sunday,1,14:56:54
Other_Activity,2011-07-18 13:25:33,1.0833333333333333,0,0.0,Monday,0,13:25:33
Toilet,2011-07-18 13:26:51,1.7,0,0.0,Monday,0,13:26:51
Other_Activity,2011-07-18 13:28:38,1.2666666666666666,0,0.0,Monday,0,13:28:38
Dress,2011-07-18 13:29:54,5.083333333333333,0,0.0,Monday,0,13:29:54
Cook_Lunch,2011-07-18 13:37:06,3.7,0,0.0,Monday,0,13:37:06
Eat_Lunch,2011-07-18 13:40:58,6.166666666666667,0,0.0,Monday,0,13:40:58
Work_On_Computer,2011-07-18 13:48:26,33.2,0,0.0,Monday,0,13:48:26
Drink,2011-07-18 14:21:57,2.0,0,0.0,Monday,0,14:21:57
Work_On_Computer,2011-07-18 14:24:06,33.7,0,0.0,Monday,0,14:24:06
Dress,2011-07-18 14:59:17,1.9166666666666667,0,0.0,Monday,0,14:59:17
Work_On_Computer,2011-07-18 15:01:23,8.116666666666667,0,0.0,Monday,0,15:01:23
Sleep,2011-07-18 15:09:56,54.38333333333333,0,0.0,Monday,0,15:09:56
Other_Activity,2011-07-18 16:06:00,75.98333333333333,0,0.0,Monday,0,16:06:00
Work_On_Computer,2011-07-18 17:22:13,31.333333333333332,0,0.0,Monday,0,17:22:13
Cook_Dinner,2011-07-18 17:53:43,2.816666666666667,0,0.0,Monday,0,17:53:43
Other_Activity,2011-07-18 17:57:45,1.0166666666666666,0,0.0,Monday,0,17:57:45
Cook_Dinner,2011-07-18 17:58:49,1.2333333333333334,0,0.0,Monday,0,17:58:49
Other_Activity,2011-07-18 18:00:04,1.8333333333333333,0,0.0,Monday,0,18:00:04
Eat_Dinner,2011-07-18 18:02:40,15.583333333333334,0,0.0,Monday,0,18:02:40
Watch_TV,2011-07-18 18:19:33,37.9,0,0.0,Monday,0,18:19:33
Other_Activity,2011-07-18 18:57:27,1.8833333333333333,0,0.0,Monday,0,18:57:27
Toilet,2011-07-18 18:59:25,1.25,0,0.0,Monday,0,18:59:25
Work,2011-07-18 19:00:53,14.4,0,0.0,Monday,0,19:00:53
Leave_Home,2011-07-18 19:15:23,2.466666666666667,0,0.0,Monday,0,19:15:23
Other_Activity,2011-07-18 19:17:51,130.95,0,0.0,Monday,0,19:17:51
Work_On_Computer,2011-07-18 21:29:07,32.333333333333336,0,0.0,Monday,0,21:29:07
Work_On_Computer,2011-07-18 22:02:03,7.4,0,0.0,Monday,0,22:02:03
Work_On_Computer,2011-07-18 22:10:19,15.033333333333333,0,0.0,Monday,0,22:10:19
Toilet,2011-07-18 22:26:01,1.7,0,0.0,Monday,0,22:26:01
Dress,2011-07-18 22:29:25,2.533333333333333,0,0.0,Monday,0,22:29:25
Other_Activity,2011-07-18 22:31:57,1.6833333333333333,0,0.0,Monday,0,22:31:57
Sleep,2011-07-18 22:33:38,504.98333333333335,0,0.0,Monday,0,22:33:38
Personal_Hygiene,2011-07-19 06:59:00,11.35,0,0.0,Tuesday,0,06:59:00
Other_Activity,2011-07-19 07:11:08,1.8,0,0.0,Tuesday,0,07:11:08
Relax,2011-07-19 07:12:56,4.066666666666666,0,0.0,Tuesday,0,07:12:56
Other_Activity,2011-07-19 07:17:00,1.25,0,0.0,Tuesday,0,07:17:00
Cook_Breakfast,2011-07-19 07:18:57,1.35,0,0.0,Tuesday,0,07:18:57
Eat_Breakfast,2011-07-19 07:20:42,10.416666666666666,0,0.0,Tuesday,0,07:20:42
Read,2011-07-19 07:31:07,69.83333333333333,0,0.0,Tuesday,0,07:31:07
Groom,2011-07-19 08:41:52,3.1666666666666665,0,0.0,Tuesday,0,08:41:52
Dress,2011-07-19 08:45:14,1.25,0,0.0,Tuesday,0,08:45:14
Leave_Home,2011-07-19 08:47:57,1.45,0,0.0,Tuesday,0,08:47:57
Other_Activity,2011-07-19 08:49:24,59.766666666666666,0,0.0,Tuesday,0,08:49:24
